Date,open_price,high_price,low_price,last_price,vwap_price,change_prev_close_percentage,num_trades,volume,turnover
2023-01-31,124.00,124.00,124.00,124.00,124.00000000000,-1.59,4,97.00000,12028.00
2023-01-30,126.00,126.00,124.00,126.00,125.40869565217,0.00,4,230.00000,28844.00
2023-01-27,126.00,126.00,126.00,126.00,126.00000000000,0.00,2,50.00000,6300.00
2023-01-26,126.00,126.00,126.00,126.00,126.00000000000,-0.79,3,210.00000,26460.00
2023-01-25,125.00,127.00,125.00,127.00,125.17699115044,1.60,6,113.00000,14145.00
2023-01-24,122.00,125.00,122.00,125.00,122.82835820896,2.46,4,268.00000,32918.00
2023-01-20,122.00,122.00,122.00,122.00,122.00000000000,-0.81,2,50.00000,6100.00
2023-01-18,120.00,123.00,120.00,123.00,122.04119318182,4.24,17,704.00000,85917.00
2023-01-17,116.00,118.00,116.00,118.00,116.22335025381,1.72,8,788.00000,91584.00
2023-01-16,122.00,122.00,116.00,116.00,118.10091743119,-4.92,13,327.00000,38619.00
2023-01-13,122.00,122.00,122.00,122.00,122.00000000000,0.00,3,21.00000,2562.00
2023-01-12,120.00,122.00,120.00,122.00,121.24752475248,1.67,15,1111.00000,134706.00
2023-01-11,120.00,120.00,120.00,120.00,120.00000000000,0.00,1,37.00000,4440.00
2023-01-10,120.00,120.00,120.00,120.00,120.00000000000,4.35,5,110.00000,13200.00
2023-01-02,115.00,115.00,115.00,115.00,115.00000000000,0.00,1,34.00000,3910.00
2022-12-28,870.00,870.00,865.00,865.00,868.27586206897,-0.57,2,58.00000,50360.00
2022-12-27,870.00,870.00,870.00,870.00,870.00000000000,0.00,1,60.00000,52200.00
2022-12-23,870.00,870.00,870.00,870.00,870.00000000000,0.00,2,59.00000,51330.00
2022-12-21,875.00,875.00,870.00,870.00,874.91666666667,0.58,4,120.00000,104990.00
2022-12-16,855.00,865.00,855.00,865.00,857.50000000000,1.17,3,16.00000,13720.00
2022-12-14,855.00,855.00,855.00,855.00,855.00000000000,1.79,1,10.00000,8550.00
2022-12-13,850.00,850.00,840.00,840.00,843.33333333333,0.00,4,60.00000,50600.00
2022-12-12,840.00,840.00,840.00,840.00,840.00000000000,1.20,3,1172.00000,984480.00
2022-12-09,830.00,830.00,830.00,830.00,830.00000000000,0.00,6,225.00000,186750.00
2022-12-08,835.00,835.00,830.00,830.00,830.04798464491,-0.60,5,521.00000,432455.00
2022-12-07,835.00,840.00,835.00,835.00,835.08333333333,0.00,4,60.00000,50105.00
2022-12-06,835.00,835.00,835.00,835.00,835.00000000000,0.00,1,28.00000,23380.00
2022-12-05,840.00,840.00,830.00,835.00,831.66666666667,-0.60,4,30.00000,24950.00
2022-12-02,835.00,840.00,835.00,840.00,839.07608695652,1.20,3,184.00000,154390.00
2022-12-01,830.00,830.00,830.00,830.00,830.00000000000,0.61,2,50.00000,41500.00
2022-11-30,825.00,825.00,825.00,825.00,825.00000000000,-0.60,1,10.00000,8250.00
2022-11-24,840.00,840.00,830.00,830.00,837.75280898876,-1.19,5,445.00000,372800.00
2022-11-21,840.00,840.00,840.00,840.00,840.00000000000,0.00,3,154.00000,129360.00
2022-11-17,840.00,840.00,840.00,840.00,840.00000000000,0.00,1,4.00000,3360.00
2022-11-16,840.00,840.00,840.00,840.00,840.00000000000,1.20,1,8.00000,6720.00
2022-11-15,810.00,830.00,810.00,830.00,824.52054794521,0.00,3,73.00000,60190.00
2022-11-11,830.00,830.00,830.00,830.00,830.00000000000,0.61,1,2.00000,1660.00
2022-11-10,825.00,825.00,825.00,825.00,825.00000000000,0.00,4,330.00000,272250.00
2022-11-10,,825.00,825.00,825.00,825.00000000000,,1,2687.00000,2216775.00
2022-11-04,815.00,825.00,795.00,825.00,807.85714285714,1.23,7,189.00000,152685.00
2022-11-02,840.00,840.00,815.00,815.00,832.57575757576,-3.55,11,198.00000,164850.00
2022-10-31,850.00,850.00,845.00,845.00,845.80985915493,-0.59,4,142.00000,120105.00
2022-10-28,850.00,850.00,850.00,850.00,850.00000000000,-1.73,3,83.00000,70550.00
2022-10-27,850.00,870.00,850.00,865.00,860.84210526316,1.76,10,380.00000,327120.00
2022-10-26,850.00,850.00,850.00,850.00,850.00000000000,-0.58,2,55.00000,46750.00
2022-10-24,850.00,855.00,850.00,855.00,852.91666666667,-0.58,2,36.00000,30705.00
2022-10-19,860.00,860.00,860.00,860.00,860.00000000000,-1.15,3,35.00000,30100.00
2022-10-18,870.00,870.00,870.00,870.00,870.00000000000,2.35,3,59.00000,51330.00
2022-10-17,850.00,850.00,850.00,850.00,850.00000000000,-1.16,1,12.00000,10200.00
2022-10-14,840.00,860.00,840.00,860.00,845.45454545455,2.99,2,22.00000,18600.00
2022-10-13,835.00,835.00,835.00,835.00,835.00000000000,0.00,1,20.00000,16700.00
2022-10-12,835.00,835.00,835.00,835.00,835.00000000000,-1.76,5,130.00000,108550.00
2022-10-10,850.00,850.00,850.00,850.00,850.00000000000,0.00,2,30.00000,25500.00
2022-10-07,845.00,850.00,845.00,850.00,848.78787878788,0.00,2,66.00000,56020.00
2022-10-06,850.00,850.00,850.00,850.00,850.00000000000,0.59,2,132.00000,112200.00
2022-10-05,850.00,860.00,845.00,845.00,848.29601990050,-0.59,10,402.00000,341015.00
2022-10-04,850.00,850.00,850.00,850.00,850.00000000000,0.00,2,173.00000,147050.00
2022-10-03,860.00,865.00,850.00,850.00,853.44897959184,-2.30,5,245.00000,209095.00
2022-09-28,855.00,870.00,855.00,870.00,860.66037735849,1.75,4,53.00000,45615.00
2022-09-27,855.00,855.00,855.00,855.00,855.00000000000,0.00,5,2087.00000,1784385.00
2022-09-26,870.00,870.00,855.00,855.00,861.27634660422,-2.84,6,427.00000,367765.00
2022-09-23,875.00,880.00,870.00,880.00,874.44839857651,-0.56,5,281.00000,245720.00
2022-09-22,880.00,885.00,880.00,885.00,884.37500000000,1.72,4,400.00000,353750.00
2022-09-21,870.00,870.00,870.00,870.00,870.00000000000,-1.69,1,100.00000,87000.00
2022-09-19,885.00,885.00,885.00,885.00,885.00000000000,1.72,2,70.00000,61950.00
2022-09-16,870.00,870.00,870.00,870.00,870.00000000000,0.00,1,40.00000,34800.00
2022-09-15,870.00,870.00,870.00,870.00,870.00000000000,-0.57,2,10.00000,8700.00
2022-09-14,880.00,880.00,875.00,875.00,876.02000000000,-0.57,3,250.00000,219005.00
2022-09-13,880.00,885.00,880.00,880.00,884.18478260870,-0.56,6,92.00000,81345.00
2022-09-12,880.00,885.00,880.00,885.00,881.38888888889,0.57,3,18.00000,15865.00
2022-09-08,875.00,880.00,875.00,880.00,879.03846153846,0.00,3,26.00000,22855.00
2022-09-06,880.00,880.00,880.00,880.00,880.00000000000,1.73,1,9.00000,7920.00
2022-09-05,880.00,880.00,865.00,865.00,866.90140845070,0.00,4,71.00000,61550.00
2022-09-02,875.00,875.00,860.00,865.00,873.17961165049,-1.14,10,206.00000,179875.00
2022-08-31,885.00,885.00,875.00,875.00,880.53846153846,-1.13,6,65.00000,57235.00
2022-08-30,895.00,895.00,885.00,885.00,891.66666666667,-1.12,2,15.00000,13375.00
2022-08-29,895.00,895.00,895.00,895.00,895.00000000000,0.00,1,38.00000,34010.00
2022-08-26,895.00,895.00,895.00,895.00,895.00000000000,1.13,3,64.00000,57280.00
2022-08-23,885.00,885.00,885.00,885.00,885.00000000000,-1.12,3,129.00000,114165.00
2022-08-22,885.00,895.00,885.00,895.00,885.60402684564,0.00,3,298.00000,263910.00
2022-08-19,885.00,895.00,885.00,895.00,886.72413793103,0.00,2,58.00000,51430.00
2022-08-18,895.00,895.00,895.00,895.00,895.00000000000,-0.56,1,20.00000,17900.00
2022-08-17,900.00,900.00,900.00,900.00,900.00000000000,0.56,2,40.00000,36000.00
2022-08-16,895.00,895.00,895.00,895.00,895.00000000000,1.13,1,48.00000,42960.00
2022-08-11,900.00,900.00,885.00,885.00,885.09569377990,0.00,5,627.00000,554955.00
2022-08-10,880.00,885.00,880.00,885.00,880.20833333333,0.00,5,1200.00000,1056250.00
2022-08-09,880.00,885.00,880.00,885.00,880.21531100478,-0.56,3,209.00000,183965.00
2022-08-08,890.00,890.00,890.00,890.00,890.00000000000,1.14,2,10.00000,8900.00
2022-08-03,880.00,880.00,880.00,880.00,880.00000000000,0.57,2,20.00000,17600.00
2022-08-02,875.00,875.00,875.00,875.00,875.00000000000,0.00,2,32.00000,28000.00
2022-08-01,875.00,875.00,875.00,875.00,875.00000000000,0.57,2,50.00000,43750.00
2022-07-29,880.00,900.00,870.00,870.00,879.66292134831,-1.14,8,89.00000,78290.00
2022-07-28,870.00,880.00,870.00,880.00,874.93478260870,2.92,18,230.00000,201235.00
2022-07-26,855.00,855.00,855.00,855.00,855.00000000000,1.18,2,100.00000,85500.00
2022-07-25,840.00,845.00,840.00,845.00,842.50000000000,1.81,2,20.00000,16850.00
2022-07-22,835.00,835.00,830.00,830.00,831.11940298507,0.61,2,134.00000,111370.00
2022-07-21,830.00,830.00,825.00,825.00,827.71739130435,-1.79,5,460.00000,380750.00
2022-07-20,840.00,840.00,840.00,840.00,840.00000000000,-0.59,1,4.00000,3360.00
2022-07-18,835.00,845.00,835.00,845.00,843.73786407767,0.00,3,103.00000,86905.00
2022-07-13,845.00,845.00,845.00,845.00,845.00000000000,-1.74,2,200.00000,169000.00
2022-07-12,850.00,860.00,850.00,860.00,858.92857142857,1.18,3,28.00000,24050.00
2022-07-11,850.00,850.00,850.00,850.00,850.00000000000,0.00,1,45.00000,38250.00
2022-07-08,850.00,860.00,850.00,850.00,853.54838709677,-0.58,4,62.00000,52920.00
2022-07-07,860.00,860.00,855.00,855.00,855.09803921569,-0.58,2,153.00000,130830.00
2022-07-06,860.00,860.00,860.00,860.00,860.00000000000,0.00,2,116.00000,99760.00
2022-07-05,865.00,865.00,860.00,860.00,863.37837837838,-1.15,5,222.00000,191670.00
2022-07-04,870.00,870.00,870.00,870.00,870.00000000000,0.00,2,22.00000,19140.00
2022-07-01,870.00,870.00,870.00,870.00,870.00000000000,-0.57,3,118.00000,102660.00
2022-06-30,880.00,880.00,875.00,875.00,875.26548672566,0.00,5,113.00000,98905.00
2022-06-29,875.00,875.00,875.00,875.00,875.00000000000,0.00,1,35.00000,30625.00
2022-06-28,880.00,880.00,875.00,875.00,876.30434782609,-0.57,2,23.00000,20155.00
2022-06-27,880.00,880.00,880.00,880.00,880.00000000000,0.00,1,200.00000,176000.00
2022-06-24,885.00,890.00,875.00,880.00,879.80582524272,1.15,10,515.00000,453100.00
2022-06-23,875.00,875.00,870.00,870.00,872.50000000000,-1.69,6,500.00000,436250.00
2022-06-21,865.00,885.00,865.00,885.00,872.74038461538,1.72,4,104.00000,90765.00
2022-06-20,880.00,880.00,870.00,870.00,873.38983050847,-1.14,6,590.00000,515300.00
2022-06-17,890.00,890.00,880.00,880.00,885.37634408602,-2.22,7,372.00000,329360.00
2022-06-15,900.00,910.00,900.00,900.00,904.96688741722,1.12,5,151.00000,136650.00
2022-06-14,900.00,900.00,890.00,890.00,894.76190476190,-2.20,8,1050.00000,939500.00
2022-06-13,915.00,915.00,900.00,910.00,904.40617577197,-1.62,24,1263.00000,1142265.00
2022-06-08,930.00,930.00,925.00,925.00,925.19767441860,-0.54,8,430.00000,397835.00
2022-06-06,930.00,930.00,930.00,930.00,930.00000000000,0.00,5,280.00000,260400.00
2022-06-03,930.00,930.00,930.00,930.00,930.00000000000,-0.53,6,1009.00000,938370.00
2022-06-02,935.00,935.00,935.00,935.00,935.00000000000,0.00,1,38.00000,35530.00
2022-06-01,930.00,935.00,930.00,935.00,930.51282051282,1.08,3,390.00000,362900.00
2022-05-31,930.00,930.00,925.00,925.00,929.72549019608,0.00,5,255.00000,237080.00
2022-05-27,925.00,925.00,925.00,925.00,925.00000000000,-1.07,1,4.00000,3700.00
2022-05-25,930.00,935.00,930.00,935.00,930.65217391304,1.63,3,23.00000,21405.00
2022-05-24,930.00,930.00,920.00,920.00,923.84615384615,-1.08,2,65.00000,60050.00
2022-05-23,930.00,930.00,930.00,930.00,930.00000000000,0.00,1,1.00000,930.00
2022-05-20,930.00,930.00,930.00,930.00,930.00000000000,0.00,1,1.00000,930.00
2022-05-19,930.00,930.00,930.00,930.00,930.00000000000,0.00,9,420.00000,390600.00
2022-05-18,930.00,930.00,930.00,930.00,930.00000000000,0.00,3,56.00000,52080.00
2022-05-17,935.00,935.00,930.00,930.00,934.65116279070,0.00,3,430.00000,401900.00
2022-05-16,930.00,930.00,930.00,930.00,930.00000000000,-0.53,1,150.00000,139500.00
2022-05-13,935.00,935.00,935.00,935.00,935.00000000000,-0.53,3,450.00000,420750.00
2022-05-11,930.00,940.00,930.00,940.00,930.47619047619,1.08,2,42.00000,39080.00
2022-05-09,930.00,940.00,930.00,930.00,930.75362318841,-1.06,6,345.00000,321110.00
2022-05-06,940.00,940.00,940.00,940.00,940.00000000000,0.00,5,117.00000,109980.00
2022-05-05,945.00,945.00,940.00,940.00,942.83783783784,-2.08,4,74.00000,69770.00
2022-05-02,960.00,960.00,960.00,960.00,960.00000000000,-1.03,1,50.00000,48000.00
2022-04-29,965.00,970.00,960.00,970.00,966.28865979381,0.52,10,194.00000,187460.00
2022-04-28,945.00,975.00,945.00,965.00,965.23880597015,3.21,30,1340.00000,1293420.00
2022-04-27,935.00,935.00,935.00,935.00,935.00000000000,0.54,2,50.00000,46750.00
2022-04-25,930.00,930.00,930.00,930.00,930.00000000000,-0.53,2,45.00000,41850.00
2022-04-22,930.00,935.00,930.00,935.00,934.80769230769,0.54,2,52.00000,48610.00
2022-04-21,935.00,935.00,930.00,930.00,934.00000000000,-0.53,3,250.00000,233500.00
2022-04-20,935.00,935.00,935.00,935.00,935.00000000000,0.00,4,200.00000,187000.00
2022-04-19,940.00,940.00,935.00,935.00,936.24384236453,-0.53,8,812.00000,760230.00
2022-04-14,945.00,945.00,940.00,940.00,943.33333333333,-1.05,2,30.00000,28300.00
2022-04-13,950.00,950.00,950.00,950.00,950.00000000000,-1.04,1,10.00000,9500.00
2022-04-11,945.00,960.00,945.00,960.00,949.28571428571,1.59,2,7.00000,6645.00
2022-04-08,945.00,960.00,945.00,945.00,951.22222222222,0.53,11,495.00000,470855.00
2022-04-07,925.00,940.00,925.00,940.00,936.07954545455,0.00,4,176.00000,164750.00
2022-04-04,895.00,940.00,890.00,940.00,909.19365954514,5.03,15,1451.00000,1319240.00
2022-04-01,880.00,895.00,880.00,895.00,887.22891566265,0.56,6,415.00000,368200.00
2022-03-30,880.00,890.00,880.00,890.00,882.92397660819,0.00,5,171.00000,150980.00
2022-03-29,885.00,890.00,885.00,890.00,889.94059405941,0.00,5,505.00000,449420.00
2022-03-29,,885.00,885.00,885.00,885.00000000000,,1,3000.00000,2655000.00
2022-03-28,890.00,890.00,890.00,890.00,890.00000000000,1.14,1,10.00000,8900.00
2022-03-25,880.00,880.00,880.00,880.00,880.00000000000,0.00,1,50.00000,44000.00
2022-03-24,885.00,885.00,880.00,880.00,880.55555555556,-1.12,6,180.00000,158500.00
2022-03-22,895.00,895.00,885.00,890.00,890.60669456067,0.00,6,239.00000,212855.00
2022-03-21,890.00,890.00,880.00,890.00,889.24731182796,0.00,5,93.00000,82700.00
2022-03-18,890.00,890.00,890.00,890.00,890.00000000000,0.00,3,180.00000,160200.00
2022-03-17,880.00,890.00,880.00,890.00,883.44660194175,1.14,14,618.00000,545970.00
2022-03-16,875.00,880.00,875.00,880.00,879.73704268293,0.00,16,1312.00000,1154215.00
2022-03-15,865.00,880.00,865.00,880.00,872.65000000000,2.33,5,200.00000,174530.00
2022-03-14,865.00,870.00,860.00,860.00,865.63432835821,0.00,6,134.00000,115995.00
2022-03-11,855.00,860.00,855.00,860.00,855.62949640288,1.18,5,278.00000,237865.00
2022-03-10,855.00,855.00,850.00,850.00,854.07894736842,-1.16,5,190.00000,162275.00
2022-03-09,845.00,865.00,845.00,860.00,857.06806282723,2.38,8,573.00000,491100.00
2022-03-08,845.00,850.00,840.00,840.00,847.66978922717,0.00,11,427.00000,361955.00
2022-03-07,830.00,840.00,830.00,840.00,837.59013282732,-1.18,9,527.00000,441410.00
2022-03-04,850.00,850.00,850.00,850.00,850.00000000000,-1.16,7,185.00000,157250.00
2022-03-03,830.00,860.00,830.00,860.00,848.28358208955,3.61,6,134.00000,113670.00
2022-03-02,830.00,835.00,830.00,830.00,830.04019292605,-2.35,15,1244.00000,1032570.00
2022-03-01,855.00,855.00,850.00,850.00,850.39007092199,-1.73,5,282.00000,239810.00
2022-02-28,870.00,870.00,850.00,865.00,862.50371471025,-2.81,17,673.00000,580465.00
2022-02-25,860.00,890.00,850.00,890.00,872.68292682927,3.49,10,82.00000,71560.00
2022-02-24,875.00,875.00,825.00,860.00,846.80589680590,-6.52,25,1221.00000,1033950.00
2022-02-23,910.00,920.00,910.00,920.00,914.18124006359,1.10,12,629.00000,575020.00
2022-02-22,910.00,910.00,900.00,910.00,907.42346938776,-1.09,14,784.00000,711420.00
2022-02-21,915.00,920.00,915.00,920.00,915.45454545455,-1.08,3,88.00000,80560.00
2022-02-18,930.00,930.00,930.00,930.00,930.00000000000,0.00,4,94.00000,87420.00
2022-02-17,930.00,930.00,930.00,930.00,930.00000000000,0.54,4,174.00000,161820.00
2022-02-16,930.00,930.00,925.00,925.00,926.81159420290,0.00,4,138.00000,127900.00
2022-02-15,925.00,925.00,925.00,925.00,925.00000000000,-0.54,2,7.00000,6475.00
2022-02-14,935.00,935.00,930.00,930.00,931.64473684211,-2.11,3,152.00000,141610.00
2022-02-11,950.00,950.00,940.00,950.00,949.34959349593,0.53,7,369.00000,350310.00
2022-02-10,940.00,950.00,940.00,945.00,949.66779661017,0.53,10,1475.00000,1400760.00
2022-02-09,910.00,940.00,910.00,940.00,928.76963350785,3.30,12,573.00000,532185.00
2022-02-08,910.00,910.00,910.00,910.00,910.00000000000,0.00,4,265.00000,241150.00
2022-02-07,910.00,910.00,910.00,910.00,910.00000000000,0.55,2,11.00000,10010.00
2022-02-04,910.00,910.00,905.00,905.00,905.15000000000,0.00,2,100.00000,90515.00
2022-02-03,910.00,910.00,905.00,905.00,905.18750000000,-2.16,2,80.00000,72415.00
2022-02-01,895.00,930.00,895.00,925.00,916.43109540636,2.78,9,283.00000,259350.00
2022-01-31,885.00,900.00,885.00,900.00,899.25081433225,1.69,8,614.00000,552140.00
2022-01-27,890.00,890.00,885.00,885.00,886.85294117647,-1.67,6,170.00000,150765.00
2022-01-26,900.00,910.00,900.00,900.00,905.09202453988,1.12,10,326.00000,295060.00
2022-01-25,890.00,900.00,880.00,890.00,887.96000000000,0.00,7,250.00000,221990.00
2022-01-24,915.00,915.00,890.00,890.00,897.53488372093,-3.26,16,645.00000,578910.00
2022-01-21,945.00,945.00,920.00,920.00,935.28415961306,-2.65,11,827.00000,773480.00
2022-01-20,950.00,950.00,945.00,945.00,945.20000000000,-0.53,2,50.00000,47260.00
2022-01-19,955.00,955.00,950.00,950.00,952.85714285714,-1.55,3,35.00000,33350.00
2022-01-18,965.00,965.00,965.00,965.00,965.00000000000,1.58,3,241.00000,232565.00
2022-01-17,950.00,950.00,950.00,950.00,950.00000000000,-3.06,2,8.00000,7600.00
2022-01-14,935.00,980.00,935.00,980.00,945.91482649842,4.26,7,634.00000,599710.00
2022-01-13,940.00,945.00,940.00,940.00,940.10000000000,0.00,4,100.00000,94010.00
2022-01-12,925.00,940.00,920.00,940.00,922.21333333333,1.08,10,375.00000,345830.00
2022-01-10,920.00,930.00,920.00,930.00,927.34782608696,0.00,8,230.00000,213290.00
2022-01-07,920.00,930.00,920.00,930.00,928.49056603774,0.00,3,106.00000,98420.00
2022-01-04,940.00,940.00,930.00,930.00,934.16666666667,-0.53,2,24.00000,22420.00
2022-01-03,900.00,935.00,900.00,935.00,921.11623616236,3.89,7,1084.00000,998490.00
2021-12-30,890.00,900.00,880.00,900.00,895.57640750670,2.27,12,373.00000,334050.00
2021-12-29,880.00,885.00,875.00,880.00,879.34895833333,1.15,7,576.00000,506505.00
2021-12-27,870.00,870.00,870.00,870.00,870.00000000000,0.00,1,16.00000,13920.00
2021-12-23,875.00,875.00,870.00,870.00,874.51923076923,-0.57,3,104.00000,90950.00
2021-12-22,880.00,880.00,875.00,875.00,878.53448275862,-0.57,2,58.00000,50955.00
2021-12-21,880.00,880.00,870.00,880.00,875.61278863233,0.57,12,563.00000,492970.00
2021-12-20,880.00,885.00,870.00,875.00,873.94859813084,-1.13,8,214.00000,187025.00
2021-12-17,870.00,885.00,870.00,885.00,880.95155709343,1.72,14,289.00000,254595.00
2021-12-16,860.00,870.00,850.00,870.00,865.22829006267,2.35,20,1117.00000,966460.00
2021-12-15,840.00,850.00,840.00,850.00,843.67015706806,1.80,13,1910.00000,1611410.00
2021-12-14,835.00,835.00,825.00,835.00,833.91601562500,1.83,8,512.00000,426965.00
2021-12-13,830.00,835.00,820.00,820.00,833.13630041725,0.00,12,719.00000,599025.00
2021-12-10,805.00,820.00,805.00,820.00,813.58333333333,1.23,13,600.00000,488150.00
2021-12-09,805.00,810.00,805.00,810.00,805.38674033149,0.62,7,905.00000,728875.00
2021-12-08,795.00,805.00,790.00,805.00,800.55555555556,0.63,8,630.00000,504350.00
2021-12-07,775.00,805.00,775.00,800.00,798.42026378897,3.90,13,1668.00000,1331765.00
2021-12-06,770.00,775.00,770.00,770.00,770.13307984791,0.00,7,263.00000,202545.00
2021-12-02,770.00,770.00,770.00,770.00,770.00000000000,0.00,3,213.00000,164010.00
2021-11-29,780.00,780.00,770.00,770.00,777.08609271523,-1.28,4,151.00000,117340.00
2021-11-26,780.00,780.00,780.00,780.00,780.00000000000,0.00,1,33.00000,25740.00
2021-11-25,775.00,780.00,765.00,780.00,776.65662650602,0.65,14,1162.00000,902475.00
2021-11-24,775.00,775.00,775.00,775.00,775.00000000000,1.31,4,50.00000,38750.00
2021-11-23,765.00,765.00,765.00,765.00,765.00000000000,-0.65,2,150.00000,114750.00
2021-11-22,765.00,770.00,765.00,770.00,767.21674876847,0.65,7,203.00000,155745.00
2021-11-19,765.00,765.00,765.00,765.00,765.00000000000,0.00,1,32.00000,24480.00
2021-11-16,765.00,765.00,765.00,765.00,765.00000000000,0.00,4,180.00000,137700.00
2021-11-15,765.00,765.00,765.00,765.00,765.00000000000,0.66,2,16.00000,12240.00
2021-11-11,760.00,760.00,760.00,760.00,760.00000000000,0.00,2,50.00000,38000.00
2021-11-10,760.00,760.00,760.00,760.00,760.00000000000,0.00,5,245.00000,186200.00
2021-11-09,760.00,760.00,760.00,760.00,760.00000000000,0.66,1,10.00000,7600.00
2021-11-08,755.00,755.00,755.00,755.00,755.00000000000,-0.66,1,25.00000,18875.00
2021-11-05,760.00,760.00,760.00,760.00,760.00000000000,-0.65,1,50.00000,38000.00
2021-11-03,765.00,765.00,765.00,765.00,765.00000000000,0.00,1,10.00000,7650.00
2021-11-02,775.00,775.00,760.00,765.00,763.37155963303,-1.29,8,218.00000,166415.00
2021-10-29,775.00,775.00,775.00,775.00,775.00000000000,-0.64,6,265.00000,205375.00
2021-10-28,750.00,780.00,750.00,780.00,763.72532188841,3.31,32,1165.00000,889740.00
2021-10-27,750.00,755.00,750.00,755.00,750.46052631579,0.00,2,76.00000,57035.00
2021-10-26,750.00,755.00,750.00,755.00,750.83333333333,1.34,3,36.00000,27030.00
2021-10-25,755.00,755.00,745.00,745.00,751.42857142857,0.00,2,14.00000,10520.00
2021-10-22,745.00,745.00,745.00,745.00,745.00000000000,-0.67,1,12.00000,8940.00
2021-10-21,750.00,750.00,750.00,750.00,750.00000000000,0.00,4,145.00000,108750.00
2021-10-20,740.00,750.00,740.00,750.00,744.16666666667,0.00,4,48.00000,35720.00
2021-10-18,750.00,750.00,750.00,750.00,750.00000000000,-1.32,1,34.00000,25500.00
2021-10-15,765.00,765.00,760.00,760.00,760.35519125683,0.00,5,366.00000,278290.00
2021-10-14,760.00,760.00,760.00,760.00,760.00000000000,0.00,1,10.00000,7600.00
2021-10-13,765.00,765.00,760.00,760.00,762.50000000000,-1.94,2,200.00000,152500.00
2021-10-12,775.00,775.00,775.00,775.00,775.00000000000,0.00,1,50.00000,38750.00
2021-10-08,770.00,775.00,770.00,775.00,773.92857142857,-0.64,5,280.00000,216700.00
2021-10-07,775.00,780.00,775.00,780.00,777.59259259259,2.63,3,81.00000,62985.00
2021-10-06,760.00,760.00,760.00,760.00,760.00000000000,1.33,4,108.00000,82080.00
2021-10-05,740.00,750.00,740.00,750.00,747.96163069544,1.35,9,417.00000,311900.00
2021-10-04,725.00,740.00,725.00,740.00,736.66666666667,2.07,13,222.00000,163540.00
2021-10-01,725.00,730.00,725.00,725.00,725.03703703704,0.69,4,135.00000,97880.00
2021-09-29,720.00,720.00,720.00,720.00,720.00000000000,-0.69,2,102.00000,73440.00
2021-09-28,725.00,725.00,725.00,725.00,725.00000000000,-0.68,1,7.00000,5075.00
2021-09-27,725.00,730.00,720.00,730.00,722.59856630824,-0.68,6,279.00000,201605.00
2021-09-24,735.00,735.00,735.00,735.00,735.00000000000,0.68,1,20.00000,14700.00
2021-09-21,710.00,730.00,710.00,730.00,721.66666666667,2.10,2,12.00000,8660.00
2021-09-20,735.00,735.00,715.00,715.00,723.66228070175,-2.72,9,456.00000,329990.00
2021-09-17,730.00,735.00,730.00,735.00,733.43750000000,0.68,3,160.00000,117350.00
2021-09-16,730.00,730.00,730.00,730.00,730.00000000000,0.69,1,10.00000,7300.00
2021-09-15,720.00,725.00,720.00,725.00,720.45454545455,-0.68,5,110.00000,79250.00
2021-09-14,730.00,730.00,730.00,730.00,730.00000000000,1.39,1,8.00000,5840.00
2021-09-09,720.00,720.00,720.00,720.00,720.00000000000,-0.69,4,93.00000,66960.00
2021-09-08,725.00,725.00,725.00,725.00,725.00000000000,0.00,2,100.00000,72500.00
2021-09-02,725.00,725.00,725.00,725.00,725.00000000000,0.00,3,56.00000,40600.00
2021-08-31,725.00,725.00,725.00,725.00,725.00000000000,-0.68,2,15.00000,10875.00
2021-08-30,725.00,730.00,725.00,730.00,725.87837837838,0.69,3,74.00000,53715.00
2021-08-27,725.00,725.00,725.00,725.00,725.00000000000,-0.68,4,273.00000,197925.00
2021-08-25,725.00,730.00,725.00,730.00,726.31578947368,0.00,3,38.00000,27600.00
2021-08-23,730.00,730.00,730.00,730.00,730.00000000000,-0.68,1,10.00000,7300.00
2021-08-19,740.00,740.00,735.00,735.00,736.15384615385,-1.34,3,130.00000,95700.00
2021-08-18,745.00,745.00,745.00,745.00,745.00000000000,-0.67,3,149.00000,111005.00
2021-08-16,750.00,750.00,750.00,750.00,750.00000000000,0.00,2,110.00000,82500.00
2021-08-12,750.00,750.00,750.00,750.00,750.00000000000,0.00,1,21.00000,15750.00
2021-08-11,750.00,750.00,750.00,750.00,750.00000000000,0.00,5,448.00000,336000.00
2021-08-10,750.00,750.00,750.00,750.00,750.00000000000,-0.66,3,60.00000,45000.00
2021-08-09,750.00,755.00,750.00,755.00,752.05128205128,0.00,4,39.00000,29330.00
2021-08-06,755.00,755.00,755.00,755.00,755.00000000000,-0.66,4,95.00000,71725.00
2021-08-04,760.00,760.00,760.00,760.00,760.00000000000,1.33,1,40.00000,30400.00
2021-08-03,750.00,750.00,750.00,750.00,750.00000000000,0.00,1,25.00000,18750.00
2021-08-02,755.00,755.00,750.00,750.00,754.01606425703,-0.66,6,1494.00000,1126500.00
2021-07-30,755.00,755.00,755.00,755.00,755.00000000000,-0.66,2,21.00000,15855.00
2021-07-29,755.00,760.00,755.00,760.00,758.12874251497,0.66,6,668.00000,506430.00
2021-07-28,755.00,755.00,755.00,755.00,755.00000000000,0.67,1,250.00000,188750.00
2021-07-27,745.00,750.00,745.00,750.00,747.34042553191,0.67,6,235.00000,175625.00
