Date,open_price,high_price,low_price,last_price,vwap_price,change_prev_close_percentage,volume
2019-05-01,270.67999267578125,270.8699951171875,268.0,268.0400085449219,268.9700012207031,,2669400
2019-05-02,267.8800048828125,268.79998779296875,265.92999267578125,267.510009765625,268.14511683988854,-0.19773122011673694,3009000
2019-05-03,268.9200134277344,270.32000732421875,268.70001220703125,270.04998779296875,268.5428833683019,0.9494889666256334,1969000
2019-05-06,265.6499938964844,269.3599853515625,265.30999755859375,268.9800109863281,268.31761132397764,-0.39621435104856273,3966900
2019-05-07,266.4800109863281,267.0799865722656,262.4800109863281,264.6199951171875,267.2748921554991,-1.6209441932702684,4752500
2019-05-08,264.1400146484375,265.82000732421875,263.4700012207031,264.1000061035156,266.8815112973736,-0.19650405232665147,2662500
2019-05-09,261.94000244140625,263.8399963378906,260.20001220703125,263.2900085449219,266.2606835333864,-0.3067010753026178,3094800
2019-05-10,262.3699951171875,265.3800048828125,259.2699890136719,264.5199890136719,265.86336494508635,0.4671580496151462,3131900
2019-05-13,259.3699951171875,260.3399963378906,257.07000732421875,258.0299987792969,264.533533919668,-2.453497090550527,5548200
2019-05-14,258.989990234375,261.82000732421875,258.8399963378906,260.2699890136719,263.97415931842016,0.8681123299508098,4702600
2019-05-15,258.6300048828125,262.45001220703125,258.3999938964844,261.80999755859375,263.7753198230029,0.5916965497089866,2444100
2019-05-16,262.4700012207031,265.6000061035156,262.45001220703125,264.2099914550781,263.79968115106533,0.9166929906667232,3221500
2019-05-17,261.8900146484375,265.0199890136719,261.8599853515625,262.6099853515625,263.76025281902577,-0.6055812252609871,2719500
2019-05-20,260.8999938964844,262.1099853515625,260.0199890136719,260.82000732421875,263.5958199211757,-0.6816108020216594,2762600
2019-05-21,262.5,263.510009765625,262.25,263.0299987792969,263.5586249797682,0.8473243589518509,2760500
2019-05-22,262.1199951171875,263.2900085449219,261.8699951171875,262.30999755859375,263.48942473039386,-0.2737334996177565,3421500
2019-05-23,260.0799865722656,260.1000061035156,257.67999267578125,259.239990234375,263.1876814376146,-1.1703737382457113,3813200
2019-05-24,260.6000061035156,260.989990234375,259.05999755859375,259.69000244140625,263.0850493222391,0.17358903872215503,1833100
2019-05-28,259.9599914550781,260.9599914550781,257.2900085449219,257.3599853515625,262.893878870047,-0.8972301851972397,2565900
2019-05-29,256.1300048828125,256.5199890136719,254.10000610351562,255.58999633789062,262.3697064016259,-0.6877483347902835,4593500
2019-05-30,256.2799987792969,257.17999267578125,255.13999938964844,256.29998779296875,262.1023093989204,0.2777853066438185,2977200
2019-05-31,253.6300048828125,254.49000549316406,252.77000427246094,252.8699951171875,261.6560490461776,-1.3382726645121412,3698600
2019-06-03,252.8300018310547,253.9600067138672,250.77000427246094,252.1199951171875,261.1851459965732,-0.29659509411246177,3825600
2019-06-04,254.47999572753906,257.760009765625,254.02999877929688,257.6700134277344,260.9766215562349,2.2013400039799125,3536300
2019-06-05,259.239990234375,259.8800048828125,257.4200134277344,259.8500061035156,260.91468780945013,0.8460405022614914,2646500
2019-06-06,260.1700134277344,262.260009765625,259.510009765625,261.5400085449219,260.9197663164118,0.6503761407390618,2277500
2019-06-07,262.6199951171875,265.2900085449219,262.45001220703125,264.1499938964844,260.98583842546384,0.9979296728187537,1877400
2019-06-10,265.760009765625,267.1000061035156,265.29998779296875,265.3900146484375,261.14335592887795,0.4694381149367155,2845900
2019-06-11,267.25,267.6499938964844,264.69000244140625,265.3399963378906,261.24200381164593,-0.018847095891361132,1894500
2019-06-12,265.1199951171875,265.70001220703125,264.3599853515625,264.8399963378906,261.3106145924468,-0.18843747904604413,1711900
2019-06-13,265.82000732421875,266.3599853515625,265.1099853515625,266.0199890136719,261.39712666149575,0.4455492720502052,1813700
2019-06-14,265.7099914550781,266.2900085449219,264.9100036621094,265.6199951171875,261.449917810545,-0.15036234606559118,1203300
2019-06-17,265.94000244140625,266.55999755859375,265.6199951171875,265.8599853515625,261.53314729077175,0.09035096709082424,1782500
2019-06-18,267.6499938964844,269.6600036621094,267.29998779296875,268.510009765625,261.695866265058,0.996774452747462,2340700
2019-06-19,268.739990234375,269.7200012207031,267.760009765625,269.2200012207031,261.8151230738958,0.26441898970464006,1684500
2019-06-20,271.94000244140625,272.19000244140625,269.7300109863281,271.7300109863281,262.1094048602875,0.932326630355873,3288100
2019-06-21,271.5299987792969,272.7900085449219,271.1700134277344,271.4100036621094,262.3102862035034,-0.11776664751058652,2226000
2019-06-24,271.5899963378906,271.9200134277344,270.8999938964844,271.05999755859375,262.5955622259543,-0.12895843881692848,3518400
2019-06-25,271.1000061035156,271.1300048828125,268.2699890136719,268.3800048828125,262.7303563342849,-0.9887082933371372,2287100
2019-06-26,269.29998779296875,269.82000732421875,268.0199890136719,268.1199951171875,262.8828721557557,-0.09688119863420219,2988700
2019-06-27,267.489990234375,268.19000244140625,267.1700134277344,267.6700134277344,262.96625558114056,-0.16782847144856117,2054600
2019-06-28,268.70001220703125,269.54998779296875,268.17999267578125,269.1499938964844,263.1090745560161,0.5529123153533932,2883300
2019-07-01,272.4599914550781,272.6499938964844,270.29998779296875,271.44000244140625,263.40848394389945,0.850829870649239,4497900
2019-07-02,271.4700012207031,272.25,270.6199951171875,272.2300109863281,263.60462064091473,0.2910435226261221,3040700
2019-07-03,272.9100036621094,274.3699951171875,272.760009765625,274.32000732421875,263.7868754322627,0.7677317905980585,2335800
2019-07-05,273.1400146484375,274.25,271.8599853515625,273.9700012207031,264.0266644713279,-0.12759043969474693,3362500
2019-07-08,272.7900085449219,273.05999755859375,272.0299987792969,272.6000061035156,264.2212813404893,-0.500052966048592,3131800
2019-07-09,271.3999938964844,273.2200012207031,271.3399963378906,272.94000244140625,264.3711616280013,0.12472352541383902,2532900
2019-07-10,274.0199890136719,275.19000244140625,273.4599914550781,274.2099914550781,264.5693336913602,0.4652997004147563,2853200
2019-07-11,274.8699951171875,275.1099853515625,273.8500061035156,274.760009765625,264.7245174679884,0.20058288453612683,2249400
2019-07-12,275.3900146484375,276.19000244140625,275.05999755859375,276.1099853515625,264.9437773471119,0.4913289918314634,2932300
2019-07-15,276.5299987792969,276.54998779296875,275.7099914550781,276.17999267578125,265.0537162429521,0.02535486868742165,1466200
2019-07-16,276.1199951171875,276.2699890136719,274.989990234375,275.2799987792969,265.16207353013186,-0.3258722283843718,1564000
2019-07-17,275.2799987792969,275.3999938964844,273.4200134277344,273.4200134277344,265.26472978985424,-0.6756703573853606,1758100
2019-07-18,272.9100036621094,274.7900085449219,272.4700012207031,274.4200134277344,265.4559354368243,0.36573767496514975,3461100
2019-07-19,275.5199890136719,275.5400085449219,272.70001220703125,272.95001220703125,265.5770061266461,-0.5356756609481872,2319400
2019-07-22,273.32000732421875,274.1099853515625,272.7900085449219,273.6099853515625,265.6416858215248,0.24179267815187533,1304100
2019-07-23,274.7099914550781,275.5,273.8900146484375,275.489990234375,265.74278949813214,0.6871112106515032,1753000
2019-07-24,274.7799987792969,276.7900085449219,274.6700134277344,276.760009765625,265.84847028100086,0.46100387537475473,1669900
2019-07-25,276.4100036621094,276.4100036621094,274.67999267578125,275.4100036621094,265.95802625849086,-0.48778944062723983,1874200
2019-07-26,276.20001220703125,277.54998779296875,276.1000061035156,277.3800048828125,266.07700978704133,0.7152976269954481,1796900
2019-07-29,277.2300109863281,277.2699890136719,276.260009765625,276.8800048828125,266.2618031181436,-0.18025812646850214,2925900
2019-07-30,275.45001220703125,276.55999755859375,275.0400085449219,276.2099914550781,266.3605393830175,-0.24198693149328765,1751100
2019-07-31,276.3900146484375,276.6099853515625,271.07000732421875,273.0799865722656,266.5615664438487,-1.13319755969854,4910000
2019-08-01,273.2799987792969,276.2799987792969,269.94000244140625,270.7900085449219,266.7794837082266,-0.8385740954831022,6921000
2019-08-02,269.8900146484375,270.0799865722656,267.1499938964844,268.80999755859375,266.8329604246212,-0.7311979481693709,5310400
2019-08-05,264.57000732421875,264.67999267578125,258.70001220703125,260.8800048828125,266.6299472355152,-2.950036363157482,7354000
2019-08-06,262.5299987792969,264.4700012207031,261.05999755859375,264.239990234375,266.5564592300527,1.2879428429449113,4366800
2019-08-07,261.1600036621094,265.2300109863281,258.989990234375,264.4200134277344,266.4799302995479,0.06812867090999486,4261200
2019-08-08,266.0,269.5899963378906,265.3999938964844,269.5799865722656,266.50963537514593,1.9514306340285614,3618800
2019-08-09,268.7200012207031,269.2900085449219,266.0,267.70001220703125,266.52394460722326,-0.6973716369447214,2616300
2019-08-12,266.239990234375,266.7900085449219,263.57000732421875,264.55999755859375,266.508627619793,-1.1729602186230426,2104500
2019-08-13,264.2200012207031,270.1000061035156,263.9100036621094,268.6600036621094,266.52510142521135,1.5497452908040499,3402300
2019-08-14,264.55999755859375,265.1499938964844,260.57000732421875,260.57000732421875,266.437762210598,-3.011239569573343,4354800
2019-08-15,261.6199951171875,262.2699890136719,259.3399963378906,261.3900146484375,266.3702657252793,0.31469750975539057,2775200
2019-08-16,263.07000732421875,265.67999267578125,263.0199890136719,265.2200012207031,266.3516418711186,1.4652382867099467,2432700
2019-08-19,268.3599853515625,269.1400146484375,267.6400146484375,268.4800109863281,266.3646535571895,1.2291719141167556,1430800
2019-08-20,267.9800109863281,268.489990234375,266.2900085449219,266.3999938964844,266.37030888802786,-0.7747381573035117,1865000
2019-08-21,268.5799865722656,268.92999267578125,267.9200134277344,268.55999755859375,266.3885303710488,0.8108122040530796,2007400
2019-08-22,269.2799987792969,269.9100036621094,266.70001220703125,268.4599914550781,266.4044282532036,-0.037237900068798346,1883700
2019-08-23,267.19000244140625,268.8399963378906,260.3299865722656,261.57000732421875,266.35464399513444,-2.5664845228948296,4184200
2019-08-26,263.80999755859375,264.4700012207031,262.2699890136719,264.4700012207031,266.329954726054,1.1086874700010352,2260000
2019-08-27,265.9200134277344,266.260009765625,262.7099914550781,263.42999267578125,266.30736202141077,-0.3932425379519655,2490400
2019-08-28,262.7300109863281,265.45001220703125,262.0,265.260009765625,266.2809864542238,0.6946882058703308,3124000
2019-08-29,267.9100036621094,269.2300109863281,266.8999938964844,268.7099914550781,266.30616614294945,1.3006037708063856,3128700
2019-08-30,270.1499938964844,270.2099914550781,267.6600036621094,268.6000061035156,266.34811157861293,-0.040930875315403625,4209200
2019-09-03,266.8299865722656,267.79998779296875,265.67999267578125,267.1099853515625,266.3548917534756,-0.5547359337657265,3368500
2019-09-04,269.25,270.05999755859375,268.4800109863281,269.9700012207031,266.373065719344,1.0707259278893488,1486100
2019-09-05,272.57000732421875,274.44000244140625,272.4599914550781,273.5400085449219,266.4212062829901,1.3223718591238054,1755800
2019-09-06,273.92999267578125,274.3900146484375,273.19000244140625,273.739990234375,266.47444848731226,0.07310875309134435,1890800
2019-09-09,274.79998779296875,274.8299865722656,272.9599914550781,273.80999755859375,266.53505901612914,0.025574386905913293,2158500
2019-09-10,273.1099853515625,273.8800048828125,271.8699951171875,273.8699951171875,266.58212551688234,0.021912113921596088,1870400
2019-09-11,274.1499938964844,275.8399963378906,273.5,275.8399963378906,266.6481287915322,0.7193198436580062,2080300
2019-09-12,276.7099914550781,277.79998779296875,275.94000244140625,276.6499938964844,266.73972665206475,0.2936476106973007,2433700
2019-09-13,277.2099914550781,277.5400085449219,276.1499938964844,276.5799865722656,266.8241550545644,-0.025305377105822036,2292000
2019-09-16,275.3800048828125,276.1000061035156,275.0400085449219,275.6700134277344,266.8701569844835,-0.3290090348939567,1432400
2019-09-17,275.4599914550781,276.4800109863281,275.3399963378906,276.4200134277344,266.9300444057088,0.27206441160370076,1789200
2019-09-18,276.0,276.67999267578125,273.95001220703125,276.5899963378906,266.9945244679191,0.061494429454800326,2028700
2019-09-19,277.0,277.9800109863281,276.2300109863281,276.5299987792969,267.07502127956906,-0.02169187584082355,2267900
2019-09-20,277.17999267578125,277.4100036621094,274.5,275.04998779296875,267.1375736379465,-0.5352081122704355,2052700
2019-09-23,274.5899963378906,275.8999938964844,274.3299865722656,275.239990234375,267.1740521543481,0.06907924007955035,1286400
2019-09-24,276.30999755859375,276.67999267578125,272.05999755859375,272.9599914550781,267.29377438737924,-0.8283675556576608,5124900
2019-09-25,273.0799865722656,275.0799865722656,271.6000061035156,274.6300048828125,267.3528210227035,0.6118161928537535,2649200
2019-09-26,273.3399963378906,273.54998779296875,271.3500061035156,272.7900085449219,267.3947123537073,-0.669991007965709,2355000
2019-09-27,273.55999755859375,273.5899963378906,269.7200012207031,271.260009765625,267.43430873738583,-0.5608705346130449,2836500
2019-09-30,271.82000732421875,273.2699890136719,271.7900085449219,272.6000061035156,267.4812166269625,0.4939896371191743,2735200
2019-10-01,273.44000244140625,274.0799865722656,269.0899963378906,269.32000732421875,267.52217507916174,-1.2032276984070722,3696000
2019-10-02,267.7300109863281,267.7300109863281,263.25,264.57000732421875,267.48813173042714,-1.7637011253611612,4463500
2019-10-03,264.3500061035156,266.7300109863281,261.5899963378906,266.6700134277344,267.46408283827253,0.7937430719205274,2988800
2019-10-04,267.45001220703125,270.55999755859375,267.3599853515625,270.3699951171875,267.4761213673016,1.3874757202334553,1907800
